title,url
🥈悠悠MP4,https://www.uump4.cc/
🥈中国高清网,https://gaoqing.la/
🥈不太灵影视,https://3bt0.com/
🥈SuSu's Share,https://susuifa.com/
🥉光影资源联盟,https://www.etdown.net/
🥉高清电影天堂,https://www.gaoqing888.com/
🥉新剧场,https://www.xinjuc.com/
🥉就是短剧屋,http://dd66.94djw.com/
🥉影视搜索,http://wb3.470c.com/
🥉吾爱资源网,http://pan.52wei.cc/
仅美剧－美剧天堂,https://www.meijutt.net/
仅港剧－TVB港剧网,https://01tvb.com/
仅港剧－港剧网,https://www.gangjuw.net/index.html
仅港剧－港剧发烧友,https://www.gjw4.com/
仅港剧－电视迷,http://www.dsmi.cc/
仅港剧－TVB云播,http://www.tvyb03.com/
仅港剧－港剧屋,https://www.gj5.tv/
仅港剧－粤语影院,https://www.yueyuyy.cc/leiku/gangpian/
各种剧－JOJO,https://jiohub.top/
仅短剧－影视村,http://www.yingshicun.com/
各种剧－湾湾字幕组,https://wanwansub.com/
各种剧－NEW字幕组,https://nz99.xyz/index.html
各种剧－冰冰字幕组,https://www.icezmz.com/
各种剧－FIX字幕侠,https://www.zimuxia.cn/%E6%88%91%E4%BB%AC%E7%9A%84%E4%BD%9C%E5%93%81
各种剧－人人影视镜像,https://v.dsb.ink/#/
各种剧－人人影视下载分享,https://yyets.click/home
各种剧－人人影视17517部作品资源🔥,https://axu.lanzoue.com/i0tMRvy8dvc
各种剧－幻月字幕组,https://www.huanyuezmz.site/
仅日剧－东京不够热,https://www.tnhzmz.com/
仅日剧－诸神字幕组,https://subs.kamigami.org/category/drama
仅韩剧－韩饭网,https://www.hanfan.cc/
仅港剧－ii166,http://www.ii166.com/
仅台湾－台湾综艺秀,https://www.zyshow.co/
仅短剧－夸克短剧,https://pioz.cn/
哈哩哈哩,http://halihali18.com/
嘀哩嘀哩,https://dilidili.online/
AGE动漫－百度云,https://www.agedm.org/
樱花动漫,https://yhdmoe.com/
打驴动漫,https://www.dqsj.top/
HKanime 香港動畫網（提供粤语版）,https://www.hkanime.com.hk/ktkkt
在线看动漫必学之网页广告拦截👍,https://mp.weixin.qq.com/s/USvQbx7AwyEVkMDTPnzbQA
不屏蔽网页的投屏浏览器推荐👍,https://mp.weixin.qq.com/s/ohcOGOGwPczZeJ4fWmSHLg
嘶哩嘶哩,https://www.sssfun.cc/
风车动漫,https://www.dmla4.com/
D站,https://www.5dm.link/
異世界動漫,https://www.mikudm.com/
Anime1,https://anime1.cc/
哔咪动漫,http://www.bimiacg11.net/
樱花动漫,http://www.yhdmba.net/
樱花动漫,http://www.iyinghua.io/
妮可动漫,http://v1.nicotv.bet/
奇米奇米,http://www.qimiqimi.net/
动漫花园同步站,https://dongmanhuayuan.myheartsite.com/
动漫国字幕组,https://www.dmguo.org/forum.php
蜜柑计划,https://mikanani.me/
爱恋动漫,https://www.kisssub.org/
猫漫动漫BT下载,https://www.comicat.org/
动漫花园资源网🐢,https://www.dongmanhuayuan.com/
简单动漫,https://www.36dm.org/
萌番组,https://bangumi.moe/
MioBT,https://www.miobt.com/
抖音TV版,https://flowus.cn/share/215d6927-9f1c-408d-9b8d-ac48b5da7c13?code=CZ3ECT
爱奇艺 小爱音箱提取小書修改,https://flowus.cn/share/18ac6235-2f8b-4a18-a16c-23c0f6a3dfef?code=CZ3ECT
芒果TV 小爱音箱提取版,https://flowus.cn/share/90650e99-6044-4321-aaa3-05811636df95?code=CZ3ECT
腾讯视频 小爱音箱提取版,https://flowus.cn/share/f1cbbe86-cca0-40bf-92fb-02a73b80cae6?code=CZ3ECT
优酷视频 小爱音箱提取版,https://flowus.cn/share/0a22be27-514c-49e6-8b42-341910121c04?code=CZ3ECT
哔哩哔哩／bilibili／B站 第三方客户端（官方版均对非会员做了限制）,https://flowus.cn/share/d6d21952-ff11-4011-88db-40816482b12e?code=CZ3ECT
阿里云盘TV版（第三方客户端）,https://flowus.cn/share/24e3173a-ccc5-4287-bb67-7229900ee2c7?code=CZ3ECT
百度网盘TV版,https://pan.baidu.com/download
迅雷云盘TV版,https://flowus.cn/share/1b79d09e-378f-4a22-a331-fe95f04c1ffe?code=CZ3ECT
115网盘TV版,https://pc.115.com/tv.html
天翼云盘TV版,https://www.tvmao.com/tvapp/45186.html
中国移动云盘TV版,https://yun.139.com/w/#/client?type=2
夸克网盘TV版,https://pan.quark.cn/
Emotn Browser,https://www.ddooo.com/softdown/213370.htm
飞视浏览器,https://www.tvmao.com/tvapp/63457.html
i酷浏览器,https://www.tvmao.com/sjapp/29773.html
百科浏览器,https://www.ddooo.com/softdown/166030.htm
TV Bro,https://url67.ctfile.com/d/14869667-59641894-be1643?p=kyon
BrowseHere,https://browsehere.en.malavida.com/android/
Puffin TV,https://filehippo.com/zh/android/download_puffin-tv-fast-web-browser/
Firefox TV 4.8,https://url67.ctfile.com/f/14869667-1008083267-08aa45?p=kyon
JioPagesTV,https://www.123pan.com/s/bjcA-L2Lw
TVBox（支持看VIP影视和直播）👍,https://flowus.cn/share/aac6bf05-ae48-411f-a67c-91977658e9af?code=CZ3ECT
由于电视机型号太多，APP安装教程请参照此链接,https://www.znds.com/jc/
稳定永久免费看电视直播方案👍,https://mp.weixin.qq.com/s/_1HVx3YNJOlLmtkPSX46-w
WebViewTvLive 👍,https://flowus.cn/share/c1117034-e047-4e96-bd8e-b517ff8c28b6?code=CZ3ECT
CCTV Viewer 1.7.3👍,https://file.uhsea.com/2411/8b0cd0624e036ad957aaa12d1bf059b8AI.apk
天光云影,https://flowus.cn/share/d049e3fe-d830-46c1-9f23-47da4919a696?code=CZ3ECT
OurTV 3.4.0,https://file.uhsea.com/2411/53f6d50c738896f69b2ea463ad596f112S.apk
我的电视 2.25,https://flowus.cn/share/89d474c0-8caf-43a4-803e-e5cdc695c0e2?code=CZ3ECT
野火直播 3.3.3,https://www.123865.com/s/bjcA-0Odg
ZY Player／亦搜／恒星播放器👍,https://www.axutongxue.top/2023/06/blog-post.html
荐片播放器,https://www.jianpian12.com/
抖音,https://www.douyin.com/downloadpage/pc
海阔视界👍,https://flowus.cn/share/107a313d-9396-4ebc-bb2b-6dde2547a460?code=CZ3ECT
TVBOX👍,https://flowus.cn/share/aac6bf05-ae48-411f-a67c-91977658e9af?code=CZ3ECT
ZY-Player,https://flowus.cn/share/f822db26-4f2a-4523-89a3-36dcabd7884d?code=CZ3ECT
稳定永久免费电视直播APP推荐👍,https://mp.weixin.qq.com/s/_1HVx3YNJOlLmtkPSX46-w
IPTV Pro（直播／可看港澳台）,https://flowus.cn/share/fedf619c-5d3f-4499-97e1-3e8b2f728541?code=CZ3ECT
腾讯／爱奇艺／优酷／芒果TV／乐视TV等APP会员低价购买（5折起）🔥,http://axu.xpsup.cn/category/index.html
iOS稳定免费看VIP影视方案👍,https://mp.weixin.qq.com/s/fh_tyrGkSEDEELs9HiG19w
咪咕视频／懂球帝等APP会员低价购买（5折起）🔥,http://axu.xpsup.cn/category/index.html
88看球,http://www.88kq.net/
优直播,https://www.yoozhibo.net/
看球啊,https://kanqiua.com/
JRS直播,https://www.doozhibo.com/
直播吧,https://www.zhibo8.com/
98直播,https://www.98zhibo.com/
球迷网（比赛录像下载）,http://www.qm5.cc/
365直播网,http://www.haoqiu365.com/
好趣网,http://tv.haoqu99.com/
爱奇艺,https://www.iqiyi.com/jilupian/
优酷,https://jilupian.youku.com/
腾讯,https://v.qq.com/doco/
B站,https://www.bilibili.com/documentary/
乐视网,http://jilu.le.com/
咪咕,https://www.miguvideo.com/p/channel/5fa4bf015b384c0db8fbfecbdf1c2365
芒果TV,https://www.mgtv.com/doc/?fpa=19687
西瓜视频,https://www.ixigua.com/channel/jilupian/?wid_try=1
CCTV纪录片,https://tv.cctv.com/yxg/index.shtml?spm=C28340.P9dhkRStLqPh.EYq0LGFLODJm.68#datacid=jlp
2020纪录片在线观看与下载完全指南（第3节）👍,https://mp.weixin.qq.com/s/VJyTnIBc06wKj7ywbBUFOg#:~:text=%E5%A6%82%E6%9E%9C%E4%BD%A0%E9%9C%80%E8%A6%811080p%2F2k%2F4k%2F%E7%94%9F%E8%82%89%E8%B5%84%E6%BA%90
Docuwiki,https://docuwiki.net/index.php?title=Main_Page
MVGroup,https://forums.mvgroup.org/
诸神字幕组,http://subs.kamigami.org/
FIX字幕组,https://www.zimuxia.cn/
ACI中文字幕组社区,http://forum.chineseaci.com/
纪录片之家字幕组,http://www.jlpzj.net/forum.php
夏末秋字幕组,https://weibo.com/xiamoqiuzmz
光合作用园艺,https://weibo.com/ghzyzmz
波旁姐妹花字幕组,http://www.orangesub.com/
道兰字幕组,http://daolan.net/
飞观,https://www.fillgreat.com/#/download
央视影音,https://app.cctv.com/appkhdxz/more/index.shtml#page5
看鉴微视频,https://flowus.cn/share/554d7627-0b51-4ab6-8c61-f3b73e81f275?code=CZ3ECT
Blu-ray,https://www.blu-ray.com/
美国亚马逊,https://www.amazon.com/
射手网（伪）,https://assrt.net/
Sub HD,https://subhd.tv/
字幕库,https://srtku.com/
点点字幕,https://www.ddzimu.com/
A4K字幕网,https://www.a4k.net/
日菁字幕（日剧）,http://www.mytvbt.net/forumdisplay.php?fid=6
韩迷网字幕（韩剧）,http://www.hanmi520.com/forum.php
R3字幕網（繁体字幕）,https://www.r3sub.com/
VCB-Studio分享论坛（ACG字幕）,https://bbs.acgrip.com/
Moviesubtitles（也有中文字幕）,http://www.moviesubtitles.org/
Subscene（也有中文字幕）,https://subscene.com/
Open Subtitle（也有中文字幕）,https://www.opensubtitles.org/zh
Podnapisi.NET（也有中文字幕）,https://www.podnapisi.net/
SubtitlesHub（也有中文字幕）,https://subtitleshub.net/
奇下载字幕,https://www.qixiazai.com/
Addic7ed.com,https://www.addic7ed.com/
Top Documentary Films（国外纪录片字幕）,https://topdocumentaryfilms.com/
网页广告拦截规则+扩展教程👍,https://mp.weixin.qq.com/s/USvQbx7AwyEVkMDTPnzbQA
网页去广告规则+软件使用教程👍,https://zhuanlan.zhihu.com/p/42949969
SaltyLeo 的书架👍,https://book.tstrs.me/
鸠摩搜书,https://www.jiumodiary.com/
知搜,https://zhiso.cc/
TheFuture,https://bks.thefuture.top/
🥇Anna’s Archive 直连访问工具👍,https://url67.ctfile.com/f/14869667-1431919810-c1f708?p=kyon
🥇Anna’s Archive👍,https://annas-archive.se/
🥇2024最新zlibrary国内访问与资源下载方法👍,https://www.axutongxue.top/2024/06/zlibrary.html
🥇zlibrary 1800万册离线种子与使用方法👍,https://flowus.cn/share/55f1731d-256f-45f5-bba8-e5b5702fc61a?code=CZ3ECT
🥇zlibrary官方,https://z-library.sk/
🥇zlibrary地址发布页,https://flowus.cn/share/f9562bdf-d274-44a6-990f-c6d5a4d20a62?code=CZ3ECT
🥇24h搜书（IPFS）,https://book.daohangxie.com/
🥇读秀代下（￥1.9一本）👍,http://dl.zzyyww.cn/?s=m8mKnmMua1kBEUd
🥇读秀百万书库资源免费下载教程,https://mp.weixin.qq.com/s/1A3s9LFbn5A0v7d3_Yy1Zg
🥈小力盘,https://www.xiaolipan.com/index.html
🥈自由图书,https://book5678.com/
🥈读书小站,https://ibooks.org.cn/
🥈千秋书在,https://www.qqszz.net/
🥈热点图书网,http://www.happydot.top/
🥈多读书看好书,https://http561856124.wordpress.com/
🥈爱悦读,https://www.iyd.wang/
🥈书葵网,https://www.shukui.net/
🥈汇书网,https://www.huibooks.com/
🥈恩京的书房,https://www.enjing.net/
🥈书籍知识库,https://www.zhishikoo.com/
🥈一起读书,http://www.17dushu.cn/
🥉NMOD,https://www.nmod.net/
🥉SoBooks,https://sobooks.cc/
多阅读,https://moreread.me/
点书网,https://dianshu.xyz/
偶书,https://www.obook.cc/
考神杂志馆,https://kaoshenzazhi.com/
我的图书 - 旷漠孤烟（每天更新／密码：576196）👍,https://url36.ctfile.com/d/4204636-30731937-3f352e
PDF图书－按中图法进行分类👍,https://n459.com/dir/4105743-11334675-d9559b
城通网盘图书馆资源（约2W本）,https://545c.com/dir/7823036-11625293-090948
我的小书屋打包 123G（百度云，需全部下载后才能解压） 密码：jrlz,https://pan.baidu.com/s/1_1svuX2JKNE5Uu2g1bjTaA
ePUBee全库电子书（425G）,https://www.aliyundrive.com/s/8mS8cRmvrCf
Owlook👍,https://www.owlook.com.cn/
起点中文网（每天可白嫖章节卡／具体操作教程自行百度）,https://www.qidian.com/
趣书网,https://qubook.org/
八零电子书（下载站）,https://m.txt80.cc/
久久小说网（下载站）,https://www.jjjjxs.com/
福书村,https://www.fushucun.com/index.html
言情小筑,https://www.yqxz.org/
知轩藏书资源备份,https://www.kmsbox.com/news/496.html
知轩藏书（第三方镜像）,http://www.zxcs.info/
皇帝之家（精校小说下载）,https://www.huangdizhijia.com/index.html
阡陌居（注册后请先到新人报到区发帖／通过签到回复可得铜币用于下载）,http://www.1000qm.vip/?fromuid=153931
搜书吧（通过每天登录／回复等可获取银币用于下载）,https://www.study.coinworldschool.com/forum.php?register=1&fromuid=2366686
河洛中文网（通过发帖累计积分或者付费才能下载／账号5级以上才能看到精校区）👍,https://www.horou.com/touch/
哔哩轻小说,https://www.linovelib.com/
铅笔小说,https://www.23qb.net/lightnovel/
轻之国度,https://www.lightnovel.us/
SF轻小说,https://book.sfacg.com/
ESJ Zone,https://www.esjzone.cc/
名刊汇（最新知名外刊杂志）👍,https://flowus.cn/share/f35316bd-0af5-490a-a755-ff3538e868f3?code=CZ3ECT
白嫖图书馆资源免费看杂志方法👍,"https://mp.weixin.qq.com/s/0ZfMZyFFG9NGHknFRcA3KQ#:~:text=2-,%E5%9B%BE%E4%B9%A6%E9%A6%86%E8%B5%84%E6%BA%90,-%E9%99%A4%E4%BA%86%E4%BB%A5%E4%B8%8A%E5%9C%B0%E6%96%B9"
参考网,https://www.fx361.com/
期刊杂志,http://new-qk.lifves.com/wap.php
杂志天下,https://www.fuyoutech.club/
PDF之家,https://pdfzj.com/category/pdf-zazhi
电子好物馆（有杂志）,http://zlzazhi.com/
杂志报纸大全,http://www.53bk.com/baokan/
中少快乐阅读平台（中少期刊）,http://ruian.61read.com/
中小学教材下载渠道,https://mp.weixin.qq.com/s/kb0IKS7GC-DYpwLtMq3EyQ
20多个大学教材下载渠道,https://mp.weixin.qq.com/s/lVgufUjFThz_DLb4WSiq7Q
PDF教材免费下载教程,https://mp.weixin.qq.com/s/1A3s9LFbn5A0v7d3_Yy1Zg
高教书苑（只能在线看）,https://ebook.hep.com.cn/ebooks/index.html#/
中信／机械工业／清华／电子工业出版社 访问码：8vkr,https://cloud.189.cn/web/share?code=uAjqAjuyIzE3
清华大学出版社图书2200本合集,https://www.aliyundrive.com/s/oWnwtfUwBEq
人民卫生出版社教材电子版合集,https://www.alipan.com/s/YyxRaj6uPRN
北京大学出版社电子教材974本 提取码：8mc5,https://www.aliyundrive.com/s/3Se7bXWpyKN
大学数学网,http://www.dxsx.net/index.php
免费的编程中文书籍索引,https://gitee.com/mirrors/free-programming-books-zh-CN?_from=gitee_search
自然计算机科学指南,https://sourcegraph.com/github.com/izackwu/TeachYourselfCS-CN/-/blob/TeachYourselfCS-CN.md
免费计算机书籍汇总,https://sourcegraph.com/github.com/ruanyf/free-books/-/blob/README.md
中医学电子书,https://github.com/scienceasdf/medical-books/releases
计算机科学丛书,https://pan.baidu.com/s/1frOFc
图灵社区－图书频道,https://www.ituring.com.cn/book
计算机电子书归档,https://it-ebooks.apachecn.org/#/
心晴（专门提供心理学书籍）,http://www.ixinqing.com/
搬书匠（计算机书籍相关）,http://www.banshujiang.cn/
One More Library,https://onemorelibrary.com/index.php/en/
Ebook4Expert,https://ebook4expert.net/
Bookrix.de,https://old.bookrix.com/
Ebook-hunter,https://ebook-hunter.org/
Library Genesis,https://libgen.rocks/
Project Gutenberg,https://www.gutenberg.org/
PDF Drive,https://www.pdfdrive.com/
ManyBooks（目前5W+资源）,https://manybooks.net/
Forgotten Books（目前120W+资源）,https://www.forgottenbooks.com/en
Write A Book And Publish,https://epdf.tips/en/
Planet eBook（古典文学）,https://www.planetebook.com/
力哥爱英语,https://ienglish521.com/reading/
熊猫速读（影视解说一本书）,https://qread.xmsoushu.com/
推书君,https://www.tuishujun.com/
爱如生论坛（国学／古籍／数典）,http://guoxue.er07.com/
国家古籍数字化资源总平台,https://www.guji.cn/
中国哲学书电子书计划,https://ctext.org/zhs
国学导航,http://www.guoxue123.com/index.htm
中华古籍资源库,http://read.nlc.cn/thematDataSearch/toGujiIndex
中国古典文献资源导航系统,https://www.wenxianxue.cn/
国学大师,http://www.guoxuedashi.net/
苏州图书馆古籍库,https://fzk.szlib.com/pc/
古籍館,https://www.gujiguan.com/#/
台湾师大图书馆－寒泉,http://skqs.lib.ntnu.edu.tw/dragon/
唐河图书馆馆藏古籍资源库,http://39.106.82.98:8066/index.html
书格,https://new.shuge.org/
梦远书城,https://www.guxuo.com/
知识图谱,https://cnkgraph.com/Book
识典古籍,https://www.shidianguji.com/
iRead eBooks 華藝電子書,https://www.airitibooks.com/
漢珍數位圖書,https://www.tbmc.com.tw/zh-tw
遠流博識網,https://m.ylib.com/
臺北市立圖書館數位影音平臺,https://taipei.overdrive.com/
讀冊生活網路書店,https://www.taaze.tw/index.html
Pubu電子書城,https://www.pubu.com.tw/
國家網路書店,https://www.govbooks.com.tw/ebook
台灣雲端書庫,https://www.ebookservice.tw/
Kobo台灣,https://www.kobo.com/tw/zh
金石堂,https://www.kingstone.com.tw/
易讀網,http://www.ezread.com.tw/
只可在线阅读PDF下载教程👍,https://mp.weixin.qq.com/s/L1Mv5tKDHLZ4hOEbm90GWA
2024年iOS还可用的可换源阅读APP👍,https://mp.weixin.qq.com/s/nh6YRtCBBwHOO_BqsvnQgA
🥇开源阅读（安卓最强小说APP）👍,https://flowus.cn/share/cdd3abe6-25a0-468d-bd00-ba0acb46ada1?code=CZ3ECT
🥈简阅（内置340+书源）,https://www.123865.com/s/bjcA-Pk3g
🥈奇迹书屋（内置250+书源）,https://www.123865.com/s/bjcA-Gk3g
🥈小书包（内置170+书源）,https://xiaoshubao.jsonpan.xyz/
🥈东南小说（内置120+书源）,https://www.123865.com/s/bjcA-nk3g
🥈笔趣阅读（内置书源）,https://www.123865.com/s/bjcA-sk3g
🥈几何小说（内置210+书源）,https://www.123865.com/s/bjcA-Xk3g
🥈海猫小说（内置书源）,https://www.123865.com/s/bjcA-2k3g
🥈网易蜗牛读书破解版,https://flowus.cn/share/fdf07d29-9050-4842-a521-9b47c0debe80?code=CZ3ECT
在线看漫画必学之网页广告拦截👍,https://mp.weixin.qq.com/s/USvQbx7AwyEVkMDTPnzbQA
日漫为主　Komiic,https://komiic.com/
日漫为主　拷贝漫画,https://www.mangacopy.com/
各国漫画　G站漫画,https://godamh.com/
仅有日漫　风之动漫,https://www.fffdm.com/manhua/
国漫为主　古风漫画网,https://www.gufengmh9.com/
国漫为主　COLA漫画,https://www.colamanga.com/
日漫为主　動漫狂,https://www.cartoonmad.com/
日漫国漫　ACG456漫画,http://acg456.com/
日漫为主　Mangabz,https://www.mangabz.com/
日漫为主　Xmanhua,https://xmanhua.com/manga-list/
各国漫画　动漫啦,https://www.dongman.la/
各国漫画　国漫吧,http://www.guoman8.cc/
日漫为主　新新漫画,https://www.77mh.nl/
国漫为主　大树漫画,https://www.dashumanhua.com/
腾讯动漫／看漫画会员低价购买🔥,http://axu.xpsup.cn/category/index.html#:~:text=%E7%A4%BE%E4%BA%A4%E5%A8%B1%E4%B9%90
海阔视界👍,https://flowus.cn/share/107a313d-9396-4ebc-bb2b-6dde2547a460?code=CZ3ECT
异次元漫画APP+图源,https://flowus.cn/share/73b97e8d-1463-4642-b9cb-a9a2a4e26874?code=CZ3ECT
荟聚漫画,https://apps.apple.com/us/app/id1451949669
漫画下载软件推荐,https://mp.weixin.qq.com/s/mHE_88NhdGGTOjgLo1IU2w
支持WebDAV的漫画阅读APP推荐,https://mp.weixin.qq.com/s/hhWWZL6RUZtT9DjK7ws8ww
阿虚的看本地漫画／压缩包漫画心得,https://mp.weixin.qq.com/s/BENY1l8Eki1XQkM-penIrQ
如何用Kindle APP看漫画,https://mp.weixin.qq.com/s/GIHwALaqPlXB5DnjVVBwAQ
如何推送漫画到Kindle（文章最后1部分）,https://mp.weixin.qq.com/s/gxjnFXM3OJqoKv4qjho2gA#:~:text=kindle%E7%9A%84%E5%AF%BC%E5%85%A5%E5%9B%BE%E4%B9%A6%E6%96%B9%E5%BC%8F%E6%98%AF
Kindle 软件下载,https://flowus.cn/share/d4f88976-bd6e-4654-bcdf-c7c25f434eed?code=CZ3ECT
985G PDF漫画 （ DC / 日本动漫等都有）访问码 ：e1ri,https://cloud.189.cn/t/YneInurYfuMz
MOX.MOE👍,https://mox.moe/
漫自由👍,https://mhx12.com/
吾爱看漫画,https://52kmh.top/
爱恋动漫BT下载－漫画,https://kisssub.org/sort-2-1.html
不移之火日韩漫画,https://www.byzhihuo.com/forum-45-1.html
次元狗漫画,https://www.acgndog.com/category/rec-comic
CC PDF（单独收费）,http://www.eccpdf.com/
漫猫动漫BT下载 - 漫画,https://www.comicat.org/sort-2-1.html
音乐标签（用于补充以下网站下载音频后丢失的封面专辑等信息),https://flowus.cn/share/04271ab7-25f6-4c4a-ad2e-845fc2540aa4?code=CZ3ECT
音乐魔石👍,https://yym4.com/
放屁音乐网👍,https://www.fangpi.net/
昔枫网易云音乐免费下载👍,https://mu-jie.cc/musicBox/
1Music,https://1music.cc/zh-CN
歌曲宝,https://www.gequbao.com/
熊猫无损音乐,https://www.xmwav.com/
极光无损音乐,https://www.jgwav.com/
5song无损音乐网站,https://www.5song.xyz/index.html
23APE,http://www.23ape.net/
ACG漫音社,https://www.acgjc.com/
爱听音乐网,https://www.2t58.com/
我爱无损音乐网,http://www.52wusun.com/
MP3 malina,https://zvu4no.org/
Allmp3,https://allmp3.su/
洛雪音乐助手,https://flowus.cn/share/a0e26b04-624f-4582-a9be-896eaa8f1391?code=CZ3ECT
MusicFree,https://flowus.cn/share/bafbf656-846c-4ec2-91ba-085c9dbd19cf?code=CZ3ECT
简繁音乐,https://tunefree.fun/docs/%E4%BD%BF%E7%94%A8%E6%96%87%E6%A1%A3/downloader.html
QQFlacMusicDownloader,https://flowus.cn/share/6594ed35-bfc4-4183-ad0c-3fe2c4ef6e04?code=CZ3ECT
方格音乐（含大量广告）,http://fonger.top/
酷狗音乐概念版（每日听歌签到可以免费得VIP）,https://activity.kugou.com/download/v-a23b0cf0/index.html
汽水音乐（看广告可以免费得VIP）,https://music.douyin.com/qishui
波点音乐（看广告可以免费得VIP）,https://bodian.kuwo.cn/
微信音乐（看广告可以免费听歌）,https://p1.music.126.net/3b2FloSrxIlnkiwL3Gp60Q==/109951169233056920.jpg
音乐标签（用于给音频添加歌词封面专辑等信息）,https://url67.ctfile.com/f/14869667-1243221658-3b79dd?p=kyon
蛋播音乐（仅在线听不支持下载）,https://www.123865.com/s/bjcA-Wk3g
柠乐,https://url67.ctfile.com/f/14869667-1050146117-391e4a?p=kyon
简乐,https://url67.ctfile.com/f/14869667-1008081950-e6235d?p=kyon
天天悦听 2.7.0正式版,https://url67.ctfile.com/f/14869667-1008082070-dee18b?p=kyon
潮音乐,https://www.123865.com/s/bjcA-FQ3g
聆听音乐,https://dmla.lanzouv.com/b05nwey6f
速悦音乐,https://www.123865.com/s/bjcA-YQ3g
DX云音乐,https://www.123865.com/s/bjcA-5E3g
岸听音乐,https://www.123865.com/s/bjcA-LE3g
音乐适配,https://url67.ctfile.com/f/14869667-1050149528-27ae82?p=kyon
大师兄音乐,https://url67.ctfile.com/f/14869667-1050149525-b423d4?p=kyon
波尼音乐（第三方网易云音乐／仅在线听不支持下载）,https://flowus.cn/share/572e46b4-5090-417f-975e-a32e8147711f?code=CZ3ECT
音乐磁场👍,https://www.hifini.com/
读屏族音乐论坛,https://www.dupingzu.com/
易音音乐论坛,https://sacdr.net/forum.php
享乐音乐论坛,https://www.xlebbs.com/?fromuid=1038124
串串烧音乐论坛,http://www.ccsdj.com/forum.php?fromuid=14578645
轰轰猪音乐馆,https://fair-youth.club/
APE-FLAC,http://www.ape-flac.com/
CD包音乐论坛,https://www.cdbao.net/
ED2000资源分享,https://www.ed2000.com/Type/%E9%9F%B3%E4%B9%90
Uwants 香港论坛,https://www.uwants.com/forumdisplay.php
喜马拉雅／懒人听书／蜻蜓FM等APP会员低价购买（4折起）🔥,http://axu.xpsup.cn/category/index.html#:~:text=%E9%9F%B3%E9%A2%91%E8%AF%BB%E4%B9%A6
昊昊听书,https://wwm.lanzouw.com/s/hhts
飞鸟听书 2.185高级版,https://www.123865.com/s/bjcA-6E3g
听小说 解锁版,https://www.123865.com/s/bjcA-qE3g
免费听书王 解锁版 ¹,https://www.123865.com/s/bjcA-Ck3g
免费听书王 解锁版 ²,https://www.123865.com/s/bjcA-Nk3g
老白故事 去广告版,https://url67.ctfile.com/f/14869667-1008082361-bb6758?p=kyon
我的听书,https://pan.lanzoux.com/b873905
iOS端若使用下方免费听书网站，务必先看此教程添加广告屏蔽规则！,https://mp.weixin.qq.com/s/TEw3tgRoyBTBQS_yFHh6dQ
听书网,https://www.ting13.com/
有声小说吧,http://www.ysxs8.top/
书音FM,https://www.shuyinfm.com/
有声听书网,https://www.ysts.cc/
74听书网,http://www.ting74.org/
一起听书,https://www.ting17.com/
悦听吧,http://www.yuetingba.cn/
中文听书网,https://www.tingzh.com/
听书网,https://www.tingbook.cc/
泡泡听书网,http://ting.bquge.info/
风之涯听书,https://www.fengzhiya.vip/
相声随身听,https://www.xsmp3.com/
